LGA_NAME21,sum_prop_funding,num_sp_current_recovery_plan,sum_sutcliffe_met,num_sp_status_improved,sum_persistence_prob,num_sp_status_worsened,num_sp_extinct,number_threat_sp,number_delisted_sp,indicator_funding,grade_funding,indicator_recovery_plans,grade_recovery_plans,indicator_habitat_prot,grade_habitat_prot,indicator_improved,grade_improved,indicator_persistence,grade_persistence,input,input_grade,output,output_grade,outcome,outcome_grade
Wodonga,0.182789404,7,20.93196118,0,22.08743277,1,0,27,0,0.006769978,F,0.259259259,E,0.775257821,B,0,F,0.818053066,B,0.006769978,F,0.51725854,C,0.409026533,D
Wollondilly,1.084377602,12,58.93564969,0,60.47491036,1,0,71,0,0.015272924,F,0.169014085,E,0.830079573,B,0,F,0.851759301,A,0.015272924,F,0.499546829,D,0.42587965,D
Wollongong,1.082673005,17,73.59402335,0,73.35809048,2,0,86,0,0.012589221,F,0.197674419,E,0.855744458,A,0,F,0.853001052,A,0.012589221,F,0.526709438,C,0.426500526,D
Wongan-Ballidu,0.042686385,2,10.92311169,0,31.23141183,0,0,40,0,0.00106716,F,0.05,F,0.273077792,E,0,F,0.780785296,B,0.00106716,F,0.161538896,F,0.390392648,D
Woodanilling,0.064128353,1,9.633710471,0,14.07448113,0,0,19,0,0.003375176,F,0.052631579,F,0.507037393,C,0,F,0.740762165,B,0.003375176,F,0.279834486,E,0.370381082,D
Woollahra,1.229748398,11,47.44822662,0,44.22483544,1,0,52,0,0.023649008,F,0.211538462,E,0.912465897,A,0,F,0.850477605,A,0.023649008,F,0.562002179,C,0.425238802,D
Woorabinda,0.012869308,2,12.8577068,0,15.8208046,1,0,18,0,0.000714962,F,0.111111111,F,0.714317045,B,0,F,0.878933589,A,0.000714962,F,0.412714078,D,0.439466794,D
Wudinna,1.040234657,0,10.81352145,0,11.03335253,0,0,12,0,0.086686221,F,0,F,0.901126787,A,0,F,0.919446044,A,0.086686221,F,0.450563394,D,0.459723022,D
Wujal Wujal,0.319529668,4,29.31765401,0,26.55420326,1,0,31,0,0.010307409,F,0.129032258,F,0.945730775,A,0,F,0.856587202,A,0.010307409,F,0.537381516,C,0.428293601,D
Wyalkatchem,0.042686385,2,6.724423101,0,11.18682655,0,0,14,0,0.003049028,F,0.142857143,F,0.480315936,D,0,F,0.799059039,B,0.003049028,F,0.311586539,E,0.39952952,D
Wyndham,0.236483138,10,43.835027,0,43.99557919,0,0,54,0,0.004379317,F,0.185185185,E,0.811759759,B,0,F,0.814732948,B,0.004379317,F,0.498472472,D,0.407366474,D
Wyndham-East Kimberley,0.422500395,10,32.03383709,1,29.03337936,0,0,34,1,0.012426482,F,0.294117647,E,0.942171679,A,0.028571429,F,0.829525124,B,0.012426482,F,0.618144663,C,0.429048277,D
Yalgoo,0.042198577,2,13.83657979,0,12.54533513,0,0,18,0,0.002344365,F,0.111111111,F,0.768698877,B,0,F,0.696963063,B,0.002344365,F,0.439904994,D,0.348481531,D
Yankalilla,0.139440507,5,29.93367981,0,34.93272177,0,0,44,0,0.003169102,F,0.113636364,F,0.680310905,B,0,F,0.793925495,B,0.003169102,F,0.396973634,D,0.396962747,D
Yarra,0.225809024,6,24.67234582,0,23.12525976,0,0,29,0,0.007786518,F,0.206896552,E,0.850770545,A,0,F,0.79742275,B,0.007786518,F,0.528833549,C,0.398711375,D
Yarra Ranges,2.387883816,8,35.7620874,0,36.57910544,0,0,47,0,0.050806039,F,0.170212766,E,0.760895477,B,0,F,0.778278839,B,0.050806039,F,0.465554121,D,0.38913942,D
Yarrabah,0.315373929,7,43.44501375,0,37.72895102,0,0,45,0,0.00700831,F,0.155555556,F,0.96544475,A,0,F,0.838421134,A,0.00700831,F,0.560500153,C,0.419210567,D
Yarriambiack,1.226232731,5,20.21147251,0,22.9580522,0,0,29,0,0.042283887,F,0.172413793,E,0.696947328,B,0,F,0.791656972,B,0.042283887,F,0.434680561,D,0.395828486,D
Yass Valley,0.414745199,9,37.26414505,0,37.42899715,1,0,46,0,0.0090162,F,0.195652174,E,0.81009011,B,0,F,0.813673851,B,0.0090162,F,0.502871142,C,0.406836926,D
Yilgarn,0.042686385,2,15.09597678,0,21.5116826,0,0,29,0,0.001471944,F,0.068965517,F,0.520550923,C,0,F,0.741782159,B,0.001471944,F,0.29475822,E,0.370891079,D
York,0.168248379,3,18.91275594,0,24.49927699,1,0,30,0,0.005608279,F,0.1,F,0.630425198,C,0,F,0.816642566,B,0.005608279,F,0.365212599,D,0.408321283,D
Yorke Peninsula,0.235326096,7,32.26924262,0,37.19109196,0,0,45,0,0.005229469,F,0.155555556,F,0.717094281,B,0,F,0.82646871,B,0.005229469,F,0.436324918,D,0.413234355,D
