"Funding","Grade for Funding","Recovery plans","Grade for Recovery plans","Protection","Grade for Protection","Threat status improvement","Grade for Threat status improvement","Persistence","Grade for Persistence"
0.0227688981271173,"F",0.0959511924570161,"F",0.483604824995962,"D",0.00441744892324683,"F",0.78628521827652,"B"
